                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      50                                      700                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.5497190750010669E-001                  7.5836984583351114E-002                  4.3821602209436696E+003                  1.1323387922347592E+000                  1.8461409230646704E+000                 -4.0635547989632563E+000                  6.9999999999999829E-001                  2.9797635253022402E-005                  2.7997020236474890E-001                  3.4468833607860776E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9999999999999929E-001                  2.9797635251290965E-005                  2.7997020236474884E-001                  3.4468833607860785E-003                  1.0103427409336064E-003                  9.3805276451495462E-003                  2.0850244238750362E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5104659214505649E+004                  1.1265219883425292E+007                  8.8312791794973469E+009                  1.1866328129387183E-005                  1.1866328129387178E-005                  0.0000000000000000E+000                  4.7485862102573067E-007                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4357821468125368E+007                               "r25.12.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260503"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47 
                                    zone                                     mass                                        q                                    log_q                                   radius                                radius_cm                                  r_div_R                                     logR                                     logT                              temperature                                   logRho                                  density                                      rho                                     logP                                 pressure                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       h1                                      he4                                      c12                                      n14                                      o16                                       mu                               luminosity                                     logL                                  eps_nuc                          log_abs_eps_nuc                                       pp                                      cno                                tri_alpha                                    grada                                    gradT                                    gradr                                 conv_vel                             log_conv_vel                             conv_L_div_L                                 lum_conv                                  lum_rad                           lum_conv_div_L                            lum_rad_div_L                              mixing_type                                 mix_type                                log_D_mix                                  opacity                              log_opacity                                  log_kap 
                                       1                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  1.8461409230646704E+000                  1.2843602401760912E+011                  1.0000000000000000E+000                  2.6626484932987327E-001                  3.6417375868344588E+000                  4.3826580500243517E+003                 -6.8157072880917262E+000                  1.5285959757530038E-007                  1.5285959757530038E-007                  4.6281996846018778E+000                  4.2481484500081810E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3112179578739671E+000                  1.1323387922347592E+000                  5.3976385849263245E-002                  2.2430936801087138E-026                 -2.5649152588251763E+001                  2.2430936801087138E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3244063935189411E-001                  1.2505817389221410E-001                  1.2505817389221410E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922347592E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.2637070058912270E-001                 -8.9835360680891396E-001                 -8.9835360680891396E-001 
                                       2                  9.9999999999899991E-001                  9.9999999999900002E-001                 -4.3428487456248995E-013                  1.8461400210619658E+000                  1.2843596126528096E+011                  9.9999951141178156E-001                  2.6626463713865423E-001                  3.6418486692488918E+000                  4.3837791752610610E+003                 -6.8149338260132808E+000                  1.5313207731445454E-007                  1.5313207731445454E-007                  4.6290863400039122E+000                  4.2568303272504127E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3112115558551551E+000                  1.1323387922339341E+000                  5.3976385848946783E-002                  2.2470936078178460E-026                 -2.5648378835675224E+001                  2.2470936078178460E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3253266763541084E-001                  1.2527012326255529E-001                  1.2527012326255529E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922339341E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.2672355784929409E-001                 -8.9714264247313402E-001                 -8.9714264247313402E-001 
                                       3                  9.9999999999775002E-001                  9.9999999999775002E-001                 -9.7715302185954505E-013                  1.8461388955636127E+000                  1.2843588296436053E+011                  9.9999890176257278E-001                  2.6626437237115685E-001                  3.6419723382917057E+000                  4.3850276713705025E+003                 -6.8140768004159220E+000                  1.5343456259043739E-007                  1.5343456259043739E-007                  4.6300693966433606E+000                  4.2664768810436341E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3112043928108452E+000                  1.1323387922339352E+000                  5.3976385848947206E-002                  2.2515340132529285E-026                 -2.5647521487894259E+001                  2.2515340132529288E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3263543692313047E-001                  1.2580057935702010E-001                  1.2580057935702010E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922339352E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.2711650740400082E-001                 -8.9579804811665731E-001                 -8.9579804811665731E-001 
                                       4                  9.9999999999650002E-001                  9.9999999999650002E-001                 -1.5200211691572787E-012                  1.8461377722827281E+000                  1.2843580481770940E+011                  9.9999829331450119E-001                  2.6626410812514628E-001                  3.6421581920881478E+000                  4.3869046200326911E+003                 -6.8127957941071919E+000                  1.5388780528985450E-007                  1.5388780528985450E-007                  4.6315398254401057E+000                  4.2809467469500494E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3111935711541507E+000                  1.1323387922339361E+000                  5.3976385848947546E-002                  2.2581875078063117E-026                 -2.5646239999424072E+001                  2.2581875078063117E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3279036896384784E-001                  1.2633209032223824E-001                  1.2633209032223824E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922339361E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.2770746131309424E-001                 -8.9378372832435060E-001                 -8.9378372832435060E-001 
                                       5                  9.9999999999400002E-001                  9.9999999999400002E-001                 -2.6057574637547818E-012                  1.8461355323336275E+000                  1.2843564898445047E+011                  9.9999708000024512E-001                  2.6626358118824106E-001                  3.6425313263671457E+000                  4.3906753515398132E+003                 -6.8102501453531294E+000                  1.5479247868913903E-007                  1.5479247868913903E-007                  4.6344658452658924E+000                  4.3098866192154768E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3111716294760620E+000                  1.1323387922339392E+000                  5.3976385848948739E-002                  2.2714679302168518E-026                 -2.5643693390404792E+001                  2.2714679302168518E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3310328698164227E-001                  1.2739833482498794E-001                  1.2739833482498794E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922339392E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.2889510786560143E-001                 -8.8976356571326076E-001                 -8.8976356571326076E-001 
                                       6                  9.9999999998900002E-001                  9.9999999998900002E-001                 -4.7772300529579307E-012                  1.8461310786017195E+000                  1.2843533913832162E+011                  9.9999466754524102E-001                  2.6626253346802187E-001                  3.6434084980027044E+000                  4.3995524340076463E+003                 -6.8043929167543586E+000                  1.5689427015029223E-007                  1.5689427015029223E-007                  4.6412175867881489E+000                  4.3774136394575515E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3111190660994045E+000                  1.1323387922339450E+000                  5.3976385848950953E-002                  2.3023219727327857E-026                 -2.5637833941695259E+001                  2.3023219727327855E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3384731154063441E-001                  1.2954366790691646E-001                  1.2954366790691646E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922339450E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.3169417175317336E-001                 -8.8043344471509466E-001                 -8.8043344471509466E-001 
                                       7                  9.9999999997650002E-001                  9.9999999997650002E-001                 -1.0205911526013305E-011                  1.8461200933380979E+000                  1.2843457489353146E+011                  9.9998871715245985E-001                  2.6625994922380281E-001                  3.6446862304600232E+000                  4.4125153628354183E+003                 -6.7962298479410634E+000                  1.5987116953955045E-007                  1.5987116953955045E-007                  4.6506846327563247E+000                  4.4738831073474386E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3110395570198001E+000                  1.1323387922339603E+000                  5.3976385848956830E-002                  2.3460228953106173E-026                 -2.5629667753832361E+001                  2.3460228953106175E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3495721670202255E-001                  1.3497157781339875E-001                  1.3497157781339875E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922339603E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.3577294692951147E-001                 -8.6718675560530700E-001                 -8.6718675560530700E-001 
                                       8                  9.9999999996400013E-001                  9.9999999996400002E-001                 -1.5634592999136537E-011                  1.8461093124997321E+000                  1.2843382487060637E+011                  9.9998287749080084E-001                  2.6625741305494766E-001                  3.6466371817291998E+000                  4.4323819918394229E+003                 -6.7843973357917884E+000                  1.6428679763885784E-007                  1.6428679763885784E-007                  4.6645094757282601E+000                  4.6185906893621963E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3109142646115135E+000                  1.1323387922339747E+000                  5.3976385848962367E-002                  2.4108452344606025E-026                 -2.5617830668501483E+001                  2.4108452344606025E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3668474074772764E-001                  1.4048739405196983E-001                  1.4048739405196983E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922339747E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.4202537733394530E-001                 -8.4763404821276966E-001                 -8.4763404821276966E-001 
                                       9                  9.9999999993899991E-001                  9.9999999993900002E-001                 -2.6491955945586578E-011                  1.8460883299872231E+000                  1.2843236511721111E+011                  9.9997151188363231E-001                  2.6625247692190085E-001                  3.6506761172316513E+000                  4.4737953855593960E+003                 -6.7621287961037497E+000                  1.7293034340375186E-007                  1.7293034340375186E-007                  4.6909062363234160E+000                  4.9080190114999939E+004                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  1.0103427409336066E-003                  9.3805276451495410E-003                  1.3106441487525575E+000                  1.1323387922340038E+000                  5.3976385848973518E-002                  2.5377372099483603E-026                 -2.5595553352366718E+001                  2.5377372099483603E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4035034306851697E-001                  1.5173996253892141E-001                  1.5173996253892141E-001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1323387922340038E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                                        0                                        0                 -9.8999999999999986E+001                  1.5495247063718204E-001                 -8.0980149476809404E-001                 -8.0980149476809404E-001 
